0,882944
1,839676
2,526808
3,349885
4,819186
5,54247
6,366605
7,31623
8,388711
9,766204
10,079842
11,100227
12,788487
13,914302
14,973683
15,087101
16,762106
17,592984
18,815088
19,952561
20,848216
21,794498
22,417548
23,55944
24,516570
25,09587
26,500091
27,22759
28,897279
29,01756
30,685701
31,83213
32,540655
33,802190
34,551214
35,176571
36,89768
37,310496
38,486919
39,023865
40,687749
41,86385
42,368145
43,14346
44,962729
45,13358
46,531722
47,962725
48,069605
49,949114
50,00270
51,640205
52,54599
53,210247
54,260703
55,506235
56,68010
57,548401
58,033890
59,55750
60,884983
61,046743
62,146997
63,089986
64,676958
65,379981
66,14300
67,503464
68,39806
69,46038
70,543018
71,90469
72,861147
73,711667
74,382066
75,382073
76,904051
77,935135
78,31622
79,985007
80,41712
81,49695
82,59926
83,400342
84,052886
85,36152
86,893823
87,156086
88,14349
89,018660
90,950286
91,07488
92,666816
93,893810
94,31841
95,876812
96,495277
97,889100
98,763902
99,809129
100,528861
101,364544
102,33664
103,146257
104,86648
105,865233
106,95995
107,592987
108,386167
109,040596
110,90467
111,33019
112,841717
113,132586
114,720941
115,712750
116,138734
117,780629
118,804239
119,105872
120,166330
121,361657
122,736649
123,595259
124,493625
125,97321
126,29430
127,554248
128,566631
129,870657
130,81855
131,531721
132,163386
133,612150
134,089999
135,324163
136,733791
137,470536
138,901371
139,28494
140,315976
141,94307
142,738696
143,02307
144,603217
145,296890
146,78203
147,814044
148,276584
149,497714
150,61525
151,545066
152,650446
153,720929
154,659080
155,498042
156,98085
157,22762
158,085050
159,085049
160,552498
161,472578
162,40601
163,594128
164,529672
165,487482
166,373877
167,986077
168,10504
169,142822
170,729686
171,14197
172,952567
173,937996
174,605264
175,874404
176,333678
177,46749
178,260044
179,837116
180,62744
181,54304
182,52199
183,050839
184,245709
185,79977
186,345783
187,094085
188,30973
189,087950
190,101783
191,67480
192,087100
193,49556
194,694310
195,547119
196,152407
197,585944
198,245706
199,725586
200,67481
201,77036
202,495667
203,620685
204,868622
205,216707
206,70803
207,497726
208,54545
209,025912
210,65484
211,61326
212,43140
213,423682
214,341861
215,666823
216,507560
217,380016
218,97250
219,88058
220,533773
221,786776
222,95994
223,666821
224,64798
225,701425
226,926930
227,294581
228,87993
229,970669
230,59075
231,55168
232,959277
233,252187
234,20064
235,677028
236,542260
237,973681
238,749553
239,646238
240,52802
241,701424
242,235232
243,79978
244,532453
245,560482
246,687745
247,777772
248,351934
249,86843
250,404436
251,36158
252,028238
253,51411
254,555302
255,901361
256,983210
257,423685
258,80022
259,722984
260,253903
261,453340
262,241380
263,863194
264,076316
265,189765
266,800137
267,543016
268,087612
269,427779
270,089662
271,58651
272,767529
273,964775
274,379976
275,052805
276,659177
277,00347
278,094082
279,030284
280,98180
281,044614
282,315971
283,237292
284,968869
285,531723
286,51214
287,412628
288,027961
289,125786
290,54240
291,49367
292,26937
293,94266
294,470543
295,585936
296,27042
297,037995
298,292072
299,550456
300,727641
301,77536
302,292075
303,208207
304,355514
305,57756
306,254224
307,404548
308,54544
309,339636
310,933078
311,130542
312,800648
313,22753
314,50285
315,05441
316,754596
317,757290
318,112021
319,994270
320,969590
321,56520
322,791946
323,758689
324,58710
325,704547
326,56645
327,592977
328,73815
329,595258
330,329569
331,30769
332,876810
333,632627
334,100230
335,998029
336,384541
337,998662
338,011574
339,016615
340,06002
341,835064
342,685053
343,902013
344,970915
345,023864
346,286384
347,312548
348,787409
349,397070
350,11678
351,536556
352,17407
353,876457
354,588894
355,07572
356,14664
357,04189
358,998662
359,855002
360,910198
361,384537
362,804231
363,02189
364,39812
365,812528
366,294581
367,278639
368,25332
369,749557
370,866223
371,246032
372,281171
373,545237
374,504185
375,975728
376,793997
377,989827
378,227690
379,903411
380,101781
381,632627
382,95461
383,286385
384,027963
385,24760
386,89092
387,12621
388,30276
389,046661
390,48392
391,553263
392,732548
393,253899
394,50271
395,063943
396,33901
397,848219
398,676959
399,55956
400,824824
401,239341
402,245478
403,989839
404,623920
405,20669
406,66823
407,239330
408,61650
409,967549
410,574829
411,099733
412,46035
413,486919
414,90269
415,353459
416,17537
417,829439
418,699559
419,762107
420,725595
421,028235
422,675956
423,870313
424,294845
425,020711
426,90533
427,40201
428,601905
429,40740
430,296894
431,138729
432,002766
433,423687
434,889101
435,708647
436,938239
437,675956
438,56514
439,994259
440,37992
441,057793
442,650447
443,648274
444,65961
445,501823
446,055744
447,870671
448,56642
449,057797
450,887047
451,654577
452,258655
453,10689
454,352104
455,901360
456,170425
457,076317
458,58688
459,150355
460,608062
461,640243
462,87600
463,53698
464,237752
465,599124
466,470541
467,61123
468,946190
469,520667
470,33892
471,415495
472,10582
473,37884
474,390221
475,23291
476,158131
477,103991
478,36742
479,88215
480,08643
481,286397
482,390259
483,258650
484,985740
485,732559
486,638200
487,074268
488,857042
489,90110
490,715760
491,358402
492,717406
493,593202
494,690288
495,977539
496,60676
497,33087
498,588894
499,01173
500,06796
501,560481
502,503469
503,583900
504,528861
505,985741
506,54540
507,912252
508,778578
509,077364
510,057795
511,247755
512,97270
513,453339
514,40212
515,214666
516,549163
517,379978
518,92084
519,099389
520,839667
521,390105
522,694311
523,994259
524,76463
525,158138
526,487482
527,52111
528,219502
529,675960
530,805032
531,057873
532,975492
533,012518
534,206473
535,925703
536,090093
537,103831
538,102274
539,951081
540,472589
541,588883
542,23288
543,46175
544,994271
545,784388
546,320074
547,87608
548,99010
549,616244
550,22782
551,507553
552,962807
553,239553
554,554241
555,257996
556,68012
557,801105
558,693408
559,225470
560,610097
561,852319
562,544305
563,910548
564,612144
565,107929
566,552294
567,661132
568,620680
569,262750
570,023871
571,942095
572,213175
573,067555
574,913682
575,11573
576,58644
577,75860
578,619839
579,77758
580,794639
581,677028
582,96673
583,01609
584,788000
585,675456
586,786777
587,000415
588,125789
589,597082
590,70814
591,884981
592,38548
593,245701
594,94639
595,68491
596,714793
597,84969
598,581851
599,324172
600,379976
601,70194
602,956323
603,318018
604,778578
605,962720
606,96434
607,337762
608,65323
609,93411
610,398947
611,384538
612,52329
613,31735
614,337762
615,341862
616,48276
617,59096
618,91896
619,866218
620,142823
621,085043
622,026849
623,051734
624,87485
625,36741
626,570735
627,65234
628,406481
629,42607
630,655075
631,392807
632,937996
633,566628
634,585944
635,961327
636,46184
637,762110
638,408543
639,085043
640,30501
641,95287
642,914302
643,679552
644,42092
645,579806
646,795602
647,97255
648,70366
649,351408
650,221550
651,509601
652,225459
653,827391
654,50846
655,61135
656,08533
657,050379
658,306407
659,283218
660,937994
661,964850
662,402501
663,37294
664,50484
665,606346
666,774384
667,161336
668,241667
669,16808
670,790869
671,071659
672,093246
673,144949
674,698404
675,833018
676,048229
677,053776
678,136672
679,831651
680,758703
681,767997
682,762790
683,546794
684,27042
685,876809
686,852313
687,217450
688,48402
689,26875
690,707577
691,68252
692,676945
693,685052
694,429095
695,126441
696,061972
